team,current,Strength,pyth_Strength,SOS,pyth_SOS,Confidence,pyth_Confidence,Confidence_Delta,true_power,offensive_edge,suppression_resistance,home_run_reliance,homer_per_game,game_homer_rate,team_home_run_rate,away_hr_rate
BOS,0.8953610778359761,0.8948264804874573,1.0225150293539813,1.217270409050501,1.1828509608976954,0.9606517891067781,1.085409468899419,-0.12475767979264085,1.0393436058444698,1.0486834909872047,1.0300037207017352,0.3116883116883117,0.7586206896551724,0.5517241379310345,0.6071428571428572,0.8214285714285714
HOU,1.0740109351388947,1.0775939281602194,1.0636583514950402,0.6540916806057592,1.0416623446373336,0.9742431091012101,1.0840701422792103,-0.10982703317800013,1.1637768109165678,1.1976679143940094,1.1298857074391262,0.4132841328413284,1.2950819672131149,0.7213114754098361,1.2758620689655173,1.5862068965517242
BAL,0.991607276931523,0.9974971034862362,0.9924811559915437,1.0070360319656226,1.0006569602810527,0.9996142286981394,0.991917478122078,0.007696750576061451,1.1633052681792648,1.173270759159206,1.1533397771993235,0.4343065693430657,1.1333333333333333,0.7,1.2647058823529411,1.0294117647058822
PIT,1.049418680922011,0.9712957970775927,1.0273640075612975,1.0038324089444202,0.8676513748170833,0.9728893593201402,0.9863771738886469,-0.013487814568506673,1.016104952385663,1.054200796122495,0.9780091086488306,0.34551495016611294,1.1333333333333333,0.6166666666666667,1.1818181818181817,0.9696969696969697
TB,1.1368080125355389,1.1424618935710793,0.9683280879973938,1.045288310487841,1.0364481264606442,1.1535348046582916,0.9771078017957646,0.176427002862527,1.1153311628358433,1.0378270083988834,1.192835317272803,0.27037037037037037,0.8771929824561403,0.5789473684210527,1.0357142857142856,1.25
TEX,0.9201272851758424,0.921443443414133,0.972164472032564,1.124083707327873,0.9973252014251236,0.9593343105060643,0.9683864087278183,-0.009052098221754012,0.9094089968303141,0.9600337396261328,0.8587842540344952,0.39330543933054396,1.0,0.65,0.8214285714285714,1.1071428571428572
CIN,1.0059712705185742,1.0090059360591308,0.9452907868550567,1.1760732149219069,1.0812268633391506,1.0608319946836144,0.9665062527753422,0.09432574190827225,0.9465805185454242,0.8988669782105486,0.9942940588802999,0.44573643410852715,1.2372881355932204,0.6949152542372882,1.4666666666666666,1.8
LAA,0.930789530550057,0.9323191358511905,0.9666335001567943,0.7928177994985087,0.9589263287962896,0.8722558285905913,0.9495641315236945,-0.0773083029331032,0.7340766200698522,0.6728329395739777,0.7953203005657267,0.44866920152091255,1.180327868852459,0.6229508196721312,0.896551724137931,0.8620689655172413
SF,0.7817608434544231,0.7803070494411088,0.9242844159793349,1.0357879759388375,1.070327831414052,0.7944092537240324,0.9397077698148997,-0.1452985160908673,1.125866979934,1.3087909849292678,0.9429429749387319,0.36324786324786323,0.9,0.5666666666666667,0.8214285714285715,0.8571428571428571
NYM,0.9771544259339011,0.9796122082175899,0.9979571033625187,0.7980056633177555,0.7890194972656228,0.9203184076576283,0.9278741164021467,-0.007555708744518386,0.8917854420504532,1.0369982579387267,0.7465726261621797,0.3651452282157676,0.9833333333333333,0.6,1.0999999999999999,0.8
SD,0.9140320463694198,0.963477882134402,0.8880381611778577,1.007077082307347,1.1370675682132902,0.9661550958108753,0.9217976490812468,0.04435744672962849,0.8005499612622377,0.8721812809197933,0.728918641604682,0.415929203539823,1.0344827586206897,0.603448275862069,0.96875,0.96875
CLE,1.1213841689644333,1.1615270303585004,0.9233110979453629,0.9985686612202382,0.9924459380858515,1.158502714942699,0.9128410593758192,0.2456616555668798,1.002795414279571,0.9460673304006068,1.059523498158535,0.3453815261044177,0.9180327868852459,0.639344262295082,0.8387096774193548,1.0
STL,0.9455755460035605,0.9474011519554888,0.9023413440551021,0.8863039249620662,1.0463358561870237,0.9146889914005937,0.9075392489386479,0.007149742461945774,0.8446797087791559,0.9459306516597958,0.7434287658985159,0.3967611336032389,1.103448275862069,0.603448275862069,1.1666666666666665,0.7666666666666667
CHC,0.9184467211063515,0.8597480230669791,0.9499430503086544,1.0327890669021988,0.8720198594882875,0.8716854341911191,0.9023585210819632,-0.030673086890844137,0.9130695165152511,0.9603415522539874,0.8657974807765147,0.397887323943662,1.1166666666666667,0.7,1.103448275862069,1.3103448275862069
MIA,0.8746026718267439,0.8557261521058328,0.8434915372082832,1.1221426357474265,1.1001175595066586,0.8941026326169248,0.8603856266635966,0.03371700595332816,0.8973597182990012,0.9311064034952311,0.8636130331027712,0.3151750972762646,0.8032786885245902,0.5409836065573771,0.8787878787878787,0.696969696969697
ATH,0.9106929461926314,0.9065999183035944,0.8229373019382829,1.03979119617215,1.125689821606731,0.9198494550183919,0.8461645099034911,0.07368494511490076,1.0335722713579143,1.150233714497475,0.9169108282183537,0.4166666666666667,1.0677966101694916,0.6271186440677966,1.1428571428571428,1.6071428571428572
COL,0.7578221419312301,0.7558891200114979,0.7505050353959628,1.3510006889284194,1.2733304378640542,0.8634252486715875,0.8151005372634076,0.048324711408179954,0.9781337614749237,0.8612180073604254,1.095049515589422,0.3192307692307692,0.9180327868852459,0.5409836065573771,0.9285714285714288,1.3928571428571428
MIN,0.9087554683056205,1.0109822002383146,0.8700634323849668,0.8068044452435458,0.7643922999348086,0.9537802170754439,0.7785358479023481,0.17524436917309583,1.0683530747007794,1.02130677916726,1.1153993702342988,0.3745583038869258,1.0655737704918034,0.6885245901639344,1.0333333333333332,0.7666666666666667
KC,0.7276466804168152,0.725109577142347,0.7442937900946532,0.9301552209931448,1.1227973728533258,0.7089215102973139,0.758391659266266,-0.04947014896895208,0.812169285783674,0.7024352768546753,0.9219032947126726,0.3652173913043478,0.9333333333333333,0.5833333333333334,0.96875,1.03125
DET,0.6851097365245895,0.6817210878750666,0.7824260982292272,0.8330807515829431,0.8932613059161522,0.6375786635834271,0.7244703058836262,-0.08689164230019908,0.925020341283344,0.8739860797312071,0.9760546028354808,0.3706896551724138,0.9180327868852459,0.5901639344262295,0.9999999999999999,0.6428571428571429
