key_mlbam,metric,age,value
682998,AVG,23,0.23089983022071306
682998,AVG,24,0.25886524822695034
650489,AVG,24,0.22033898305084745
650489,AVG,25,0.2410958904109589
650489,AVG,26,0.2569832402234637
650489,AVG,27,0.24731182795698925
650489,AVG,28,0.2263681592039801
656305,AVG,24,0.23448275862068965
656305,AVG,25,0.27787934186471663
656305,AVG,26,0.24871355060034306
656305,AVG,28,0.20982986767485823
656305,AVG,29,0.22862453531598512
656305,AVG,30,0.23968565815324164
656305,AVG,31,0.24695652173913044
656305,AVG,32,0.23127753303964757
665862,AVG,23,0.2478448275862069
665862,AVG,24,0.2535211267605634
665862,AVG,25,0.25
665862,AVG,26,0.25622775800711745
665862,AVG,27,0.24242424242424243
694192,AVG,20,0.2746212121212121
694192,AVG,21,0.26958105646630237
676391,AVG,28,0.2626728110599078
676391,AVG,29,0.27706422018348625
665019,AVG,29,0.21264367816091953
686555,AVG,27,0.26344086021505375
575929,AVG,24,0.28174603174603174
575929,AVG,25,0.27586206896551724
575929,AVG,26,0.2489451476793249
575929,AVG,27,0.2722222222222222
575929,AVG,29,0.23728813559322035
575929,AVG,30,0.24278846153846154
575929,AVG,31,0.26401869158878505
575929,AVG,32,0.26245847176079734
575929,AVG,33,0.2571428571428571
661388,AVG,24,0.27844311377245506
661388,AVG,25,0.28888888888888886
661388,AVG,26,0.280672268907563
661388,AVG,27,0.2597173144876325
681297,AVG,24,0.24248496993987975
681297,AVG,25,0.19571865443425077
641487,AVG,24,0.22608695652173913
641487,AVG,25,0.2549019607843137
641487,AVG,26,0.2730210016155089
641487,AVG,27,0.24324324324324326
641487,AVG,28,0.26591760299625467
641487,AVG,29,0.20153061224489796
641487,AVG,30,0.2649122807017544
686611,AVG,23,0.20819112627986347
630105,AVG,27,0.26631393298059963
630105,AVG,28,0.23850085178875638
630105,AVG,29,0.2292576419213974
630105,AVG,30,0.24090121317157712
630105,AVG,31,0.2458233890214797
691718,AVG,22,0.23655913978494625
691718,AVG,23,0.2470389170896785
665833,AVG,23,0.2326283987915408
665833,AVG,25,0.2587800369685767
665833,AVG,26,0.19957537154989385
680779,AVG,23,0.21333333333333335
680779,AVG,25,0.16666666666666666
682829,AVG,21,0.2345360824742268
682829,AVG,22,0.2588996763754045
682829,AVG,23,0.26391096979332274
676356,AVG,25,0.21686746987951808
646240,AVG,20,0.28378378378378377
646240,AVG,21,0.24
646240,AVG,22,0.3106646058732612
646240,AVG,23,0.2629310344827586
646240,AVG,24,0.27918781725888325
646240,AVG,25,0.2954954954954955
646240,AVG,26,0.2706896551724138
646240,AVG,27,0.2723809523809524
646240,AVG,28,0.25205930807248766
650490,AVG,27,0.2671009771986971
650490,AVG,29,0.25591397849462366
650490,AVG,30,0.2959830866807611
650490,AVG,31,0.3295238095238095
650490,AVG,32,0.28063943161634103
650490,AVG,33,0.30017152658662094
673237,AVG,24,0.28169014084507044
673237,AVG,25,0.29914529914529914
673237,AVG,26,0.2564575645756458
693307,AVG,26,0.27816091954022987
691176,AVG,22,0.2572178477690289
643289,AVG,27,0.2139917695473251
643289,AVG,28,0.278372591006424
643289,AVG,29,0.26865671641791045
643289,AVG,30,0.24119241192411925
677649,AVG,23,0.23557692307692307
677649,AVG,24,0.27586206896551724
677649,AVG,25,0.2462686567164179
677649,AVG,26,0.22439024390243903
680776,AVG,25,0.22058823529411764
680776,AVG,26,0.29518072289156627
680776,AVG,27,0.2846497764530551
680776,AVG,28,0.2564516129032258
702332,AVG,25,0.25617977528089886
669364,AVG,24,0.3283018867924528
669364,AVG,25,0.28342245989304815
663743,AVG,25,0.2304147465437788
663743,AVG,26,0.20408163265306123
663743,AVG,27,0.22727272727272727
663743,AVG,28,0.22935779816513763
664034,AVG,26,0.29071803852889666
664034,AVG,27,0.27404718693284935
664034,AVG,28,0.2504258943781942
664034,AVG,29,0.23382045929018788
664034,AVG,30,0.25675675675675674
518692,AVG,21,0.2819614711033275
518692,AVG,22,0.25925925925925924
518692,AVG,23,0.3194192377495463
518692,AVG,24,0.2883031301482702
518692,AVG,25,0.2764423076923077
518692,AVG,26,0.30220713073005095
518692,AVG,27,0.3068181818181818
518692,AVG,28,0.30906148867313915
518692,AVG,29,0.2948073701842546
518692,AVG,30,0.3411214953271028
518692,AVG,31,0.3
518692,AVG,32,0.32516339869281047
518692,AVG,33,0.33124018838304553
518692,AVG,34,0.2822878228782288
518692,AVG,35,0.2949640287769784
671289,AVG,25,0.20909090909090908
671289,AVG,26,0.28116710875331563
686217,AVG,24,0.25894736842105265
686217,AVG,25,0.2878787878787879
670770,AVG,26,0.24
670770,AVG,27,0.2786885245901639
670770,AVG,28,0.2255892255892256
670770,AVG,29,0.2607944732297064
666969,AVG,28,0.24268502581755594
666969,AVG,29,0.24958677685950414
666969,AVG,30,0.24504504504504504
666969,AVG,31,0.22413793103448276
666969,AVG,32,0.22682445759368836
671277,AVG,21,0.24152542372881355
671277,AVG,22,0.275
671277,AVG,23,0.2662192393736018
671277,AVG,24,0.282
671277,AVG,25,0.2520491803278688
672580,AVG,23,0.27155172413793105
672580,AVG,24,0.23130434782608697
672580,AVG,25,0.2857142857142857
680869,AVG,23,0.26666666666666666
680869,AVG,24,0.2112676056338028
665926,AVG,23,0.2973523421588595
665926,AVG,24,0.2513464991023339
665926,AVG,25,0.2521440823327616
665926,AVG,26,0.20972644376899696
502671,AVG,24,0.28599221789883267
502671,AVG,25,0.3023255813953488
502671,AVG,26,0.30049261083743845
502671,AVG,27,0.32098765432098764
502671,AVG,28,0.2970639032815199
502671,AVG,29,0.2974910394265233
502671,AVG,30,0.2900505902192243
502671,AVG,31,0.25963149078726966
502671,AVG,33,0.2935323383084577
502671,AVG,34,0.3172905525846702
502671,AVG,35,0.26812816188870153
502671,AVG,36,0.24540901502504173
502671,AVG,37,0.2740286298568507
693304,AVG,25,0.27019498607242337
693304,AVG,26,0.25984251968503935
696100,AVG,24,0.1895734597156398
696100,AVG,25,0.2777777777777778
669357,AVG,22,0.22614840989399293
669357,AVG,23,0.23645320197044334
669357,AVG,24,0.20273972602739726
669357,AVG,25,0.20512820512820512
682985,AVG,21,0.2526595744680851
682985,AVG,22,0.28835978835978837
682985,AVG,23,0.26171875
682985,AVG,24,0.25833333333333336
663757,AVG,23,0.25116279069767444
663757,AVG,24,0.24242424242424243
663757,AVG,25,0.18403547671840353
663757,AVG,26,0.19829424307036247
663757,AVG,28,0.23481781376518218
665489,AVG,20,0.27155172413793105
665489,AVG,21,0.26244343891402716
665489,AVG,22,0.31125827814569534
665489,AVG,23,0.274294670846395
665489,AVG,24,0.26411960132890366
665489,AVG,25,0.32305194805194803
665489,AVG,26,0.2920203735144312
666152,AVG,26,0.24829931972789115
664023,AVG,22,0.25274725274725274
664023,AVG,23,0.23255813953488372
664023,AVG,26,0.22580645161290322
664023,AVG,27,0.2705061082024433
664023,AVG,28,0.2482758620689655
664023,AVG,29,0.24253075571177504
664023,AVG,30,0.24253075571177504
547180,AVG,19,0.2701688555347092
547180,AVG,20,0.27358490566037735
547180,AVG,21,0.2727272727272727
547180,AVG,22,0.33013435700575816
547180,AVG,23,0.24308300395256918
547180,AVG,24,0.319047619047619
547180,AVG,25,0.24909090909090909
547180,AVG,26,0.2600349040139616
547180,AVG,28,0.3094262295081967
547180,AVG,29,0.2864864864864865
547180,AVG,30,0.29321663019693656
547180,AVG,31,0.28545454545454546
547180,AVG,32,0.26147704590818366
671739,AVG,21,0.2971014492753623
671739,AVG,22,0.29306930693069305
671739,AVG,23,0.2636363636363636
671739,AVG,24,0.24877250409165302
641680,AVG,26,0.19622641509433963
641680,AVG,27,0.22660098522167488
641680,AVG,28,0.25820568927789933
641680,AVG,29,0.22004357298474944
641680,AVG,30,0.21265822784810126
683002,AVG,22,0.25535714285714284
683002,AVG,23,0.28095238095238095
683002,AVG,24,0.2738301559792028
681715,AVG,25,0.265625
606192,AVG,25,0.23949579831932774
606192,AVG,26,0.2302158273381295
606192,AVG,28,0.2963636363636364
606192,AVG,29,0.2665330661322645
606192,AVG,30,0.2576
606192,AVG,31,0.27164685908319186
606192,AVG,32,0.2465753424657534
671056,AVG,24,0.30131004366812225
671056,AVG,25,0.28350515463917525
689414,AVG,26,0.2469879518072289
663538,AVG,25,0.2806652806652807
663538,AVG,26,0.2827140549273021
663538,AVG,27,0.27319587628865977
663538,AVG,28,0.29716193656093487
687462,AVG,26,0.2652439024390244
687462,AVG,27,0.27197802197802196
656555,AVG,25,0.24551971326164876
656555,AVG,26,0.22631578947368422
656555,AVG,28,0.2467866323907455
656555,AVG,29,0.2461799660441426
656555,AVG,31,0.21380846325167038
656555,AVG,32,0.23655913978494625
691781,AVG,22,0.23371647509578544
592450,AVG,25,0.28413284132841327
592450,AVG,26,0.2784503631961259
592450,AVG,27,0.2724867724867725
592450,AVG,29,0.2872727272727273
592450,AVG,30,0.3105263157894737
592450,AVG,31,0.2670299727520436
592450,AVG,32,0.3220035778175313
592450,AVG,33,0.33086876155268025
666397,AVG,24,0.26331360946745563
666397,AVG,25,0.19924812030075187
673962,AVG,25,0.26569037656903766
673962,AVG,27,0.25103734439834025
690993,AVG,22,0.2596899224806202
690993,AVG,23,0.2560386473429952
608348,AVG,24,0.24522292993630573
608348,AVG,26,0.24013157894736842
608348,AVG,27,0.2113564668769716
608348,AVG,29,0.23843416370106763
608348,AVG,30,0.24932249322493225
701762,AVG,22,0.2904761904761905
680757,AVG,24,0.2984014209591474
680757,AVG,25,0.26802507836990597
680757,AVG,26,0.2916666666666667
680757,AVG,27,0.272
669127,AVG,25,0.20535714285714285
669127,AVG,26,0.22406639004149378
669127,AVG,27,0.2765072765072765
694671,AVG,22,0.25250501002004005
694671,AVG,23,0.24130879345603273
663616,AVG,24,0.2230769230769231
663616,AVG,27,0.2591549295774648
663616,AVG,28,0.2504970178926441
686797,AVG,24,0.23613963039014374
808982,AVG,26,0.26607142857142857
668904,AVG,24,0.3087557603686636
668904,AVG,25,0.2328767123287671
668904,AVG,26,0.23670212765957446
695734,AVG,22,0.29906542056074764
596019,AVG,21,0.3128205128205128
596019,AVG,22,0.30132450331125826
596019,AVG,23,0.27342549923195086
596019,AVG,24,0.27685325264750377
596019,AVG,25,0.2842809364548495
596019,AVG,26,0.2584745762711864
596019,AVG,27,0.23008849557522124
596019,AVG,28,0.2698412698412698
596019,AVG,29,0.2541528239202658
596019,AVG,30,0.27346278317152106
596019,AVG,31,0.2670807453416149
672640,AVG,25,0.2704714640198511
672640,AVG,26,0.24632352941176472
664040,AVG,24,0.2702702702702703
664040,AVG,26,0.2467289719626168
664040,AVG,27,0.22127659574468084
664040,AVG,28,0.23076923076923078
664040,AVG,29,0.24415584415584415
664040,AVG,30,0.2564102564102564
666139,AVG,25,0.2918454935622318
666139,AVG,26,0.24079320113314448
666139,AVG,27,0.2196969696969697
663993,AVG,25,0.2639138240574506
663993,AVG,26,0.30185497470489037
663993,AVG,27,0.26163723916532905
663993,AVG,28,0.2654320987654321
663993,AVG,29,0.22777777777777777
664770,AVG,30,0.2551546391752577
592518,AVG,20,0.28335832083958024
592518,AVG,21,0.2782874617737003
592518,AVG,22,0.2859399684044234
592518,AVG,23,0.29375
592518,AVG,24,0.25873015873015875
592518,AVG,25,0.2974683544303797
592518,AVG,26,0.2555366269165247
592518,AVG,27,0.30357142857142855
592518,AVG,28,0.2783687943262411
592518,AVG,29,0.2975778546712803
592518,AVG,30,0.2578268876611418
592518,AVG,31,0.2748735244519393
592518,AVG,32,0.27479674796747966
663968,AVG,29,0.2962962962962963
700932,AVG,24,0.23404255319148937
805300,AVG,24,0.291866028708134
669016,AVG,23,0.2542372881355932
669016,AVG,24,0.24528301886792453
669016,AVG,25,0.27722772277227725
669016,AVG,26,0.24880382775119617
669016,AVG,27,0.2796833773087071
606466,AVG,21,0.2831050228310502
606466,AVG,22,0.2585812356979405
606466,AVG,23,0.2600896860986547
606466,AVG,24,0.25961538461538464
606466,AVG,25,0.3286467486818981
606466,AVG,27,0.3176470588235294
606466,AVG,28,0.23983739837398374
606466,AVG,29,0.2759226713532513
606466,AVG,30,0.2916666666666667
606466,AVG,31,0.2833333333333333
682657,AVG,23,0.2242152466367713
668885,AVG,25,0.2532188841201717
686681,AVG,25,0.22897196261682243
686681,AVG,26,0.25903614457831325
686681,AVG,27,0.24427480916030533
691723,AVG,23,0.21673003802281368
664983,AVG,24,0.2834890965732087
664983,AVG,25,0.2427536231884058
664983,AVG,26,0.2850678733031674
664983,AVG,27,0.20388349514563106
656716,AVG,28,0.23060344827586207
656716,AVG,29,0.21548821548821548
656716,AVG,30,0.2588495575221239
680574,AVG,23,0.29041095890410956
680574,AVG,25,0.2196078431372549
641857,AVG,24,0.25
641857,AVG,26,0.2537878787878788
641857,AVG,27,0.24574669187145556
641857,AVG,28,0.23963963963963963
641857,AVG,29,0.24162257495590828
641857,AVG,30,0.21414538310412573
643446,AVG,26,0.3288888888888889
643446,AVG,27,0.3176470588235294
643446,AVG,29,0.25129533678756477
643446,AVG,30,0.32645403377110693
643446,AVG,31,0.27008547008547007
643446,AVG,32,0.23820754716981132
643446,AVG,33,0.24310776942355888
678554,AVG,24,0.23333333333333334
805367,AVG,23,0.25333333333333335
701538,AVG,21,0.2924187725631769
701538,AVG,22,0.2636363636363636
655316,AVG,26,0.25886524822695034
666160,AVG,25,0.2797427652733119
666160,AVG,26,0.2193877551020408
666160,AVG,27,0.2695852534562212
695657,AVG,23,0.23921568627450981
672515,AVG,23,0.2844574780058651
672515,AVG,24,0.26557377049180325
672515,AVG,25,0.2851985559566787
656775,AVG,26,0.29069767441860467
656775,AVG,27,0.2582236842105263
656775,AVG,28,0.23267326732673269
656775,AVG,29,0.23423423423423423
656775,AVG,30,0.2160919540229885
571970,AVG,27,0.26329113924050634
571970,AVG,28,0.25051334702258726
571970,AVG,29,0.1921182266009852
571970,AVG,30,0.24949698189134809
571970,AVG,31,0.1961206896551724
571970,AVG,32,0.21161825726141079
571970,AVG,33,0.2320675105485232
571970,AVG,34,0.24281150159744408
647304,AVG,22,0.2490118577075099
647304,AVG,24,0.2532188841201717
647304,AVG,25,0.2561247216035635
647304,AVG,26,0.3075221238938053
647304,AVG,27,0.2433392539964476
647304,AVG,28,0.2946593001841621
687263,AVG,22,0.22491349480968859
687263,AVG,23,0.24907749077490776
687263,AVG,24,0.25697211155378485
607043,AVG,25,0.2632794457274827
607043,AVG,28,0.2923076923076923
607043,AVG,29,0.27413793103448275
607043,AVG,30,0.27364864864864863
607043,AVG,31,0.22416812609457093
607043,AVG,32,0.262350936967632
681393,AVG,25,0.2508038585209003
656811,AVG,25,0.1951219512195122
656811,AVG,27,0.2245762711864407
656811,AVG,29,0.28901734104046245
656811,AVG,30,0.26410835214446954
656811,AVG,31,0.2805907172995781
681351,AVG,24,0.24425887265135698
681351,AVG,25,0.2127659574468085
660271,AVG,23,0.2852760736196319
660271,AVG,24,0.2864583333333333
660271,AVG,26,0.2569832402234637
660271,AVG,27,0.27303754266211605
660271,AVG,28,0.3038229376257545
660271,AVG,29,0.30974842767295596
660271,AVG,30,0.281505728314239
621566,AVG,24,0.24655172413793103
621566,AVG,25,0.2670807453416149
621566,AVG,26,0.19523809523809524
621566,AVG,27,0.27079646017699116
621566,AVG,28,0.24025974025974026
621566,AVG,29,0.28289473684210525
621566,AVG,30,0.24666666666666667
621566,AVG,31,0.2724358974358974
687401,AVG,25,0.23863636363636365
687401,AVG,26,0.2297872340425532
542303,AVG,22,0.26545454545454544
542303,AVG,23,0.26902654867256637
542303,AVG,24,0.25925925925925924
542303,AVG,25,0.26570915619389585
542303,AVG,26,0.31158238172920066
542303,AVG,27,0.2800687285223368
542303,AVG,28,0.24123711340206186
542303,AVG,29,0.33771929824561403
542303,AVG,31,0.225531914893617
542303,AVG,32,0.27358490566037735
542303,AVG,33,0.30198019801980197
542303,AVG,34,0.23203285420944558
681624,AVG,23,0.24813895781637718
681624,AVG,24,0.2719449225473322
680700,AVG,27,0.22348484848484848
670623,AVG,23,0.2054380664652568
670623,AVG,24,0.25
670623,AVG,25,0.23800738007380073
670623,AVG,26,0.25396825396825395
686469,AVG,24,0.29457364341085274
686469,AVG,25,0.24675324675324675
686469,AVG,26,0.2620967741935484
686469,AVG,27,0.2640901771336554
592626,AVG,23,0.21041666666666667
592626,AVG,24,0.24630541871921183
592626,AVG,25,0.21245421245421245
592626,AVG,26,0.2481012658227848
592626,AVG,27,0.24888888888888888
592626,AVG,29,0.23776223776223776
592626,AVG,30,0.2736842105263158
592626,AVG,31,0.2346368715083799
592626,AVG,32,0.27520435967302453
592626,AVG,33,0.1811320754716981
665161,AVG,24,0.2533589251439539
665161,AVG,25,0.2634315424610052
665161,AVG,26,0.26578073089701
665161,AVG,27,0.30425963488843816
672724,AVG,25,0.16393442622950818
672695,AVG,22,0.19489559164733178
672695,AVG,23,0.2457002457002457
672695,AVG,24,0.27299703264094954
672695,AVG,25,0.2897822445561139
521692,AVG,22,0.30103806228373703
521692,AVG,23,0.2923387096774194
521692,AVG,24,0.25951557093425603
521692,AVG,25,0.2598870056497175
521692,AVG,26,0.24708171206225682
521692,AVG,27,0.267515923566879
521692,AVG,28,0.23529411764705882
521692,AVG,31,0.2725806451612903
521692,AVG,32,0.2539325842696629
521692,AVG,33,0.25464684014869887
521692,AVG,34,0.2711864406779661
521692,AVG,35,0.23618090452261306
678882,AVG,23,0.24632352941176472
678882,AVG,24,0.2490842490842491
663728,AVG,25,0.21081081081081082
663728,AVG,26,0.23196881091617932
663728,AVG,27,0.21978021978021978
663728,AVG,28,0.24664429530201343
670042,AVG,28,0.24929971988795518
670042,AVG,29,0.24257425742574257
608070,AVG,21,0.2616033755274262
608070,AVG,22,0.21904761904761905
608070,AVG,23,0.31150442477876106
608070,AVG,24,0.31794871794871793
608070,AVG,25,0.2698961937716263
608070,AVG,26,0.2551867219917012
608070,AVG,27,0.2922374429223744
608070,AVG,28,0.266304347826087
608070,AVG,29,0.2795341098169717
608070,AVG,30,0.281505728314239
608070,AVG,31,0.27903225806451615
608070,AVG,32,0.28330522765598654
671218,AVG,24,0.2694736842105263
671218,AVG,25,0.2564516129032258
592663,AVG,24,0.2585034013605442
592663,AVG,25,0.3025540275049116
592663,AVG,26,0.2781954887218045
592663,AVG,27,0.27672955974842767
592663,AVG,28,0.275092936802974
592663,AVG,30,0.26260504201680673
592663,AVG,31,0.2757936507936508
592663,AVG,32,0.25153374233128833
592663,AVG,33,0.2657894736842105
592663,AVG,34,0.25697211155378485
650859,AVG,22,0.23809523809523808
650859,AVG,25,0.26380368098159507
650859,AVG,26,0.2639593908629442
650859,AVG,27,0.3003533568904594
650859,AVG,28,0.2375249500998004
668804,AVG,24,0.3136456211812627
668804,AVG,26,0.3023255813953488
668804,AVG,27,0.26199261992619927
668804,AVG,28,0.26306620209059234
668804,AVG,29,0.27491961414790994
668804,AVG,30,0.2453151618398637
700250,AVG,26,0.25481798715203424
663586,AVG,22,0.22627737226277372
663586,AVG,24,0.30338983050847457
663586,AVG,25,0.2731707317073171
663586,AVG,26,0.28144654088050314
663586,AVG,27,0.2564705882352941
663586,AVG,28,0.25961538461538464
677587,AVG,23,0.206266318537859
677587,AVG,24,0.23255813953488372
677594,AVG,21,0.2837573385518591
677594,AVG,22,0.27522935779816515
677594,AVG,23,0.27336860670194
677594,AVG,24,0.2668711656441718
660688,AVG,23,0.2512690355329949
660688,AVG,24,0.26003824091778205
660688,AVG,25,0.22875816993464052
660688,AVG,26,0.24705882352941178
668939,AVG,24,0.2537688442211055
668939,AVG,25,0.27721088435374147
668939,AVG,26,0.2504378283712785
668939,AVG,27,0.2204968944099379
660821,AVG,23,0.2511013215859031
660821,AVG,24,0.21405750798722045
660821,AVG,25,0.25277777777777777
660821,AVG,26,0.25153374233128833
660821,AVG,27,0.23725055432372505
691594,AVG,22,0.24281150159744408
694384,AVG,22,0.2504816955684008
694384,AVG,23,0.26434426229508196
669477,AVG,24,0.20553359683794467
669477,AVG,26,0.23717948717948717
682177,AVG,28,0.20580474934036938
656941,AVG,22,0.24568965517241378
656941,AVG,24,0.2109004739336493
656941,AVG,25,0.2383177570093458
656941,AVG,26,0.2495274102079395
656941,AVG,28,0.2656641604010025
656941,AVG,29,0.21837088388214904
656941,AVG,30,0.19658119658119658
656941,AVG,31,0.24781849912739964
656941,AVG,32,0.24006622516556292
608369,AVG,22,0.3078149920255183
608369,AVG,23,0.2949907235621521
608369,AVG,25,0.2719836400817996
608369,AVG,26,0.30660377358490565
608369,AVG,27,0.3059490084985836
608369,AVG,28,0.24451939291736932
